249;2;Le grand départ;Dupuis;2-8001-3834-3;salvatore02.jpg;52;6;slug
250;1;Léon la came;Casterman;2-203-33609-9;Leonlacame01a_06112003.jpg;120;7;slug
251;2;Laid pauvre et malade;Casterman;2-203-35914-5;leonlacame02.jpg;115;8;slug
252;3;Priez pour nous;Casterman;2-203-35916-1;leonlacame03.jpg;72;3;slug
253;1;L'Anguille;Glénat;2-7234-1392-6;pontdanslavase01.jpg;46;1;slug
254;2;Orlandus;Glénat;2-7234-1732-8;pontdanslavase02.jpg;46;2;slug
255;3;Malocchio;Glénat;2-7234-2326-3;pontdanslavase03.jpg;46;4;slug
256;4;Barthelemy;Glénat;2-7234-3174-6;pontdanslavase04.jpg;46;5;slug
257;NULL;Pourquoi j'ai tué Pierre;Delcourt;2-7560-0380-8;PourquoiJaiTuePierre_14092006.jpg;112;2;slug
258;NULL;Intégrale;Delcourt;2-84055-044-X;legendescontreesoublieesint.jpg;NULL;2;slug
259;1;La planète;Dargaud;2-205-04902-X;betelgeuse01.jpg;46;3;slug
261;3;L'expédition;Dargaud;2-205-05231-4;betelgeuse03.jpg;46;2;slug
262;4;Les cavernes;Dargaud;2-205-05475-9;betelgeusecou04.jpg;46;3;slug
263;5;L'autre;Dargaud;2-205-05636-0;betelgeuse05.jpg;46;4;slug
264;1;Episode 1;Dargaud;978-2205-05889-5;Antares01.jpg;55;5;slug
265;1;Apparitions;Dargaud;2-205-05197-0;kenya01.jpg;46;6;slug
266;2;Rencontres;Dargaud;2-205-05335-3;kenyaco02.jpg;46;12;slug
267;3;Aberrations;Dargaud;2-205-05499-6;kenya03.jpg;46;2;slug
268;4;Interventions;Dargaud;2-205-05712-X;Kenya04.jpg;46;4;slug
269;5;Illusions;Dargaud;978-2-205-06054-6;kenya05_74803.jpg;46;5;slug
271;1;tome 1;Soleil Productions;2-87764-764-1;petitpolio1_26112002.JPG;50;6;slug
272;2;tome 2;Soleil Productions;2-87764-916-4;petitpolio2_26112002.JPG;52;2;slug
273;3;Mémé d'Arménie;Soleil Productions;2-84565-204-6;petitpolio3_19122002.JPG;49;4;slug
274;4;Les années ventoline;Futuropolis;978-2-7548-0026-6;PetitPolio3_11112007_125910.jpg;59;3;slug
275;1;Le bar du vieux français 1;Dupuis;2-8001-1910-1;barduvieuxfrancaiscouv01.jpg;54;2;slug
277;NULL;La belette;Casterman;2-203-33417-7;Comes_Belette_01.jpg;140;2;slug
278;NULL;L'arbre-coeur;Casterman;2-203-33442-8;arbrecoeur_19012003.jpg;84;5;slug
279;2;Le Maître des Ténèbres;Casterman;2-203-33502-5;ergunlerrant02a.jpg;44;6;slug
280;NULL;Dracula, Dracul, Vlad?, bah...;Les Humanoïdes Associés;2-73161-105-7;dracula_30082002.jpg;80;4;slug
281;NULL;L'arrière boutique du magasin général II;Casterman;2-203-34809-7;MagasinGeneral2hs_04112006.jpg;151;3;slug
282;1;Marie;Casterman;2-203-37011-4;magasingeneral01.jpg;76;7;slug
283;2;Serge;Casterman;2-203-37013-0;magasingeneral02couv.jpg;68;5;slug
284;3;Les hommes;Casterman;978-2-203-34810-3;magasingeneral03.jpg;76;4;slug
285;1;http://www.xxeciel.com/mémoires98;Les Humanoïdes Associés;2-7316-1406-4;xxcielcouv01a.jpg;59;2;slug
286;2;http://www.xxeciel.com/mémoires99;Les Humanoïdes Associés;2-7316-1416-1;xxcielcouv02.JPG;62;5;slug
287;3;http://www.xxeciel.com/mémoires<19>00;Les Humanoïdes Associés;2-7316-1554-0;xxemeciel031900.jpg;72;1;slug
288;1;[avant]...;Futuropolis;2-7548-0005-0;cielaudessusdebruxelles01.jpg;68;1;slug
289;2;...[après];Futuropolis;978-2-75480-084-6;cielaudessusdebruxelles02.jpg;94;4;slug
290;1;Le secret du Janissaire;Delcourt;2-84055-059-8;DeCapeEtDeCrocs1a_13032006.jpg;46;2;slug
291;2;Pavillon noir !;Delcourt;2-84055-143-8;DeCapeEtDeCrocs2a_13032006.jpg;46;3;slug
292;3;L'archipel du danger;Delcourt;2-84055-236-1;DeCapeEtDeCrocs3a_13032006.jpg;47;4;slug
293;6;Luna Incognita;Delcourt;2-84789-112-9;DeCapeEtDeCrocs5a_13032006.jpg;46;6;slug
